"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17"
"Athens, TN",1.93700779211573,2.91016987841416,-0.658662545100892,-0.784366994270177,-0.83555736551173,-1.12303783561455,-1.16711318115552,0.350835669124104,-1.14706259340403,-0.677301814245349,-0.627148513611796,-0.142735111603183,0.511170754886395,0.650632005136443,1.1788401158397,-0.445323020185776,-0.428474105970861
"Athens, TX",1.29388800099652,1.14595469987347,-0.894361599213961,1.17336529440763,0.265155161806432,-0.472902692230843,2.01151103657058,-0.449489162558071,-0.194550605832497,-0.0765779811031143,-0.187918130303922,0.235716717894156,-0.204529122244831,0.123323353041331,-0.0235793942445952,-0.463451599214662,0.430716475614576
"Athens-Clarke County, GA",1.95604748062327,-2.18120921476439,1.35252114999242,1.16529975807977,0.525876938002521,0.11788054854438,-0.765805883360806,-0.40373205783462,-0.618475479278958,-0.241451972518849,0.294774055690143,0.411563149022083,-0.211446139999774,0.151928740794397,0.137422258573195,0.316316578737959,-0.500027897378838
"Atlanta-Sandy Springs-Roswell, GA",0.157500924691485,-2.40007199171278,0.694783491110119,-1.43767077691096,0.541970601299748,-1.35493583978616,1.03566320984822,-0.714806740570898,0.234095858059561,-0.91747607955586,-0.701245705294838,-0.222909947510994,-0.464615868467677,-0.56590846839852,-0.186680799335363,0.103899944462407,-0.0565137403319855
"Atlantic City-Hammonton, NJ",1.02861923682886,-0.961040523670682,1.31020243686685,-1.28427536141531,-0.279699411034969,1.10688283084353,-0.286447731388374,-0.571584672794043,0.539307659665921,1.06384169597732,0.510612661005708,-0.0138343415551303,2.0624015547883,-0.0958468523119979,0.342199367867805,-0.850024984416574,0.487215138539132
"Auburn, IN",-2.95749205128297,1.51822807462271,1.25243777755602,0.154658385859443,-2.90656349158233,-1.97793887050127,1.47491424224761,0.15075344814776,0.776908330515654,2.24833551180364,1.15984462541529,0.222033268709311,-0.400918050403999,-0.273511483182267,-0.345021917310256,0.415879671930477,0.132075214328044
"Auburn, NY",-2.17022923359761,0.524026348469101,0.474756500313406,-0.368795307698733,0.0780469562803817,1.44177451465215,0.989270422930171,0.263165811933654,-0.160307870095247,0.175399831709965,0.00647144661027028,-0.951387703647352,0.139868092436421,0.12721920300007,-0.119003276050938,0.361868428545942,0.00308381282961403
"Auburn-Opelika, AL",1.75264541698263,-2.06225015695506,1.31065754592907,0.907623703897971,0.191732207004934,0.00565913349040025,-0.825467431108922,0.0539567408526841,-0.996651928499712,0.0726915725006039,-0.710993335168766,0.399350827946129,-0.397305903593449,0.677568278052336,0.083764658540757,-0.0265673301958394,-0.0515203871035237
"Augusta-Richmond County, GA-SC",0.945082189594309,-0.469747185201789,-0.0537625399821943,-0.486161543277818,0.125650767006769,0.0400102779448142,0.0465796240961409,-0.420803895023421,0.0688681402807788,-0.282690120670762,-0.1213195851603,-0.270380046418985,-0.456179098917224,-0.778740706625833,-0.33581372597674,0.0652536175266774,-0.0475717773010807
"Augusta-Waterville, ME",-0.705272150636586,-0.430614134711339,-0.0986461716430626,0.202638799521073,-0.383884578656587,2.23782512955217,-0.664906556378822,-0.279302581756139,-0.465957417901858,-0.482194524407077,-1.0778507676003,-0.819232868356017,-0.680275001594199,0.36002374517824,-0.637320367150452,-0.52124887970415,0.0262882163985551
"Austin, MN",-2.23646529705115,-0.161151924713977,0.013646499943686,0.359277905331402,-0.0338718525924767,0.305766391524042,-0.294667792776393,-0.33022393983553,0.11566811671797,1.41304252647169,-0.559420994648206,1.04948115617445,0.589546190275688,-0.576197505759093,-0.0378666448547272,0.937512474664542,0.301799694584426
"Austin-Round Rock, TX",-0.796875409511929,-2.85685237630602,0.482846083339916,-0.0343822047333035,0.388853956357049,-0.230549347929209,-0.427443142599976,0.0394739792201561,-0.473756160189379,-0.285432594488142,-0.577928947682672,0.190761916653326,-0.279178615379649,-0.0628170618580293,-0.0244363468375709,-0.795551219572284,0.0064816134542415
"Bainbridge, GA",3.67497888128977,0.697787292534206,-0.0820846024815624,-0.015165523653802,1.06034415167351,-1.24231160753755,-0.609713816627513,0.192331178631866,-1.76325650462597,-0.283080843373534,0.0742941538739434,-0.131170011831996,0.379069169975194,0.427260866824266,-0.93880536389387,0.162758265975207,0.745029186248262
"Bakersfield, CA",3.56135638977812,-1.49968149746716,-0.632158338464129,-3.56575850134863,0.657973338856718,-1.60047273645115,0.314882404603719,-0.268996272138151,2.1251170841875,-1.43251668475827,0.41430816862015,1.0902269871212,0.145614854028266,0.234839168298114,-0.207876799997347,0.463405815820763,-0.214552169957038
"Baltimore-Columbia-Towson, MD",-0.771053082250945,-1.98103044599307,0.500653553454414,-2.16164894160026,1.00724326014855,-1.3484820335774,0.395221320532376,0.326484195698142,-0.355778692903371,0.487344405367503,-0.88817628348048,-0.615389912137224,0.056703768733277,-0.223427062994196,0.0969433615463962,-0.381123816202042,-0.327256598440151
"Bangor, ME",-0.102083813942578,-0.718605868243507,-0.491080500736816,0.658797948320763,-1.33248815807692,1.0768551437612,0.0199991010959978,-0.62195955255792,-0.718868783357974,-0.657788328376687,-0.48165573790769,-0.113662626899402,-0.122633507612272,-0.151314631290745,-0.429951319943144,-0.090252003835024,0.239812600570423
"Baraboo, WI",-2.92430527822115,0.0986842127809471,-0.272627301548636,0.343256582921058,0.696736034127578,0.946195628483364,0.223928460858574,-0.430066150986475,0.176934670110707,-0.0808713090052882,-0.557553122509146,0.72108032035134,0.76588206463622,-0.250961033093644,-0.691460621146024,0.122272370792259,0.0998654794173301
"Bardstown, KY",-0.807836118463806,1.45281322502693,-0.997797091912945,0.845145325667437,-0.902498290483139,-0.753126560613103,2.79837643351533,-0.778250800034859,-0.0744329174912292,-0.28185924798196,0.756540811835029,0.234965142195842,0.490784452334749,-0.238831607053606,0.75650459919551,-0.0461454539466956,0.841733494942641
"Barnstable Town, MA",-2.63109463569126,-1.64864302585146,1.25900870368354,-0.869460606255801,0.510601827230134,0.681662050737866,0.172790911047319,-0.786090500031623,-1.35863711131196,1.38659594930952,-0.356708065228486,-1.01995640663668,1.65844089804284,-0.279643723104813,0.18254968613373,-0.475533473170036,0.0510545017418717
"Barre, VT",-3.40651330749654,1.16392741674731,-2.93197247278747,3.71034062070494,4.53596059201777,-4.48209982748206,-6.09606367654278,-8.02454443618233,2.61062915509307,-0.535322528738672,3.47720843854625,-2.54262862644697,0.814230772208017,1.49437554666221,0.332010025538112,-1.07216610603459,-0.510484673791254
"Bartlesville, OK",-0.839205520360164,0.192261230339171,0.23365641816992,0.580380972773617,0.649103110710356,-0.548368430077535,-0.841931803263251,0.621299068350579,-1.02057074102978,-0.753429472364043,-0.0670694408963411,0.306988223912757,-0.956697462715116,-0.514364657270248,0.163389352032326,0.0479265913446831,0.383448192452809
"Bastrop, LA",3.69570874083944,1.11312070892761,0.244954519832032,-0.696813702116903,0.790182294369222,0.0720671337202022,1.44775240359781,-1.37176951584181,-0.820322941184611,2.39259718222871,-0.501602922587876,0.823043668227096,-1.40437801683527,-0.0287878502802552,-0.757055078507235,-0.109327446301032,-0.257912047515586
"Batavia, NY",-2.68330014837859,1.21124879484349,0.567822633463255,-0.88786644559891,-0.193456328573154,0.947490928870641,-0.442374009950755,-0.0550559905468582,-0.399445124870037,0.194091062463118,0.0215585393658089,-0.775692041567156,0.0425430544163723,0.521531364058018,-0.750222471483555,0.0878238673939756,-0.404183223957608
"Batesville, AR",1.20786693766498,1.13529265239877,-0.299620188962005,0.767406657272443,0.453435064142656,-0.0201933904772202,0.656349940302896,0.205242036156649,-0.736853148799435,0.0914876973810299,-1.16916169654846,0.0585789124389967,0.194470200809235,0.58500994142208,0.539934079956363,0.215319220644279,0.19265004277399
"Baton Rouge, LA",0.628120541571137,-0.0058043192075493,-0.202058657542807,-0.0208025247344959,2.11319662164426,-2.28005662869413,0.260302134178625,-1.55429377466248,0.513920915385296,-0.432286854583736,0.168093308057965,-0.244751407717761,-0.0837483042083104,0.266396427652303,0.204177055991954,0.00840286827380791,-0.0168323755631128
"Battle Creek, MI",-0.0799404009760866,1.39121028495723,2.20202719616887,-0.714774334019598,0.258631927579562,-0.99874739149832,0.887098642559585,1.54884146350437,0.586470320858091,1.60654934156787,1.14968737338025,-1.21428937131923,0.186584468829009,0.823202175468394,0.503084354662295,0.0616901320864653,-0.322389287946605
"Bay City, MI",-1.22853567099892,1.36220420202452,1.10501456896649,-0.733169179388221,-0.338970072633725,-0.0533603368732738,-0.838408483527243,0.130626024763614,-0.0404118157027159,0.8379230723747,1.03373725463876,-1.0833046102225,-0.0590797370679941,-0.0569332632105398,-0.265168342118049,0.583239183464333,-0.241439038971003
"Bay City, TX",1.43892902551089,1.48187132685541,-1.65061993242936,0.985631216294887,1.45788361650335,-0.629439947592653,1.61419548957261,-0.487335546818828,-0.218931172693492,0.592394898132447,1.25848176328294,1.22195294559989,0.431486874281711,-0.207287713122065,-0.257974568240162,-0.606814721575439,0.271246537812524
"Beatrice, NE",-2.55549558423123,1.17289745054139,-1.84317860244281,0.449922906329839,0.40427012163871,-1.01174579327159,-0.586196711464629,-0.032439054143357,0.463689887650954,2.31384988581385,-0.658224184122536,0.305816566739844,0.0130208058207232,0.313192114211618,-0.246214593932191,-0.819879601324318,0.0481866748919958
"Beaumont-Port Arthur, TX",1.58251066958842,0.0795424747676192,0.516052030238153,0.12283512965392,0.866709695136955,-0.704961064432999,1.04420709765572,-0.0305271901359522,-0.175738759522217,0.281158535310185,-1.21561831126635,-0.163449628789863,-0.866309844745297,-0.322984424675633,-1.19306506104947,0.0600003470632775,1.04108655917374
"Beaver Dam, WI",-3.29398234998298,0.81630304181982,-0.438617492011931,-0.453744630631936,0.715941298871585,1.50501152210491,0.919567749565247,0.0570005398188098,1.20573032056905,0.241746588733054,-0.653535346604794,1.23570511201485,0.244099448601157,0.334883003140719,-0.270072278849218,-0.16145885303382,0.251500625959113
"Beckley, WV",0.763460197798998,2.52334744379136,-0.703823224254122,-0.184790960083021,-0.884669226645772,0.109364434586953,-0.577840238750221,-0.453522504640242,-1.26166874504024,0.277561233878406,-0.571669351693462,-1.03406814115433,-0.460796008695457,0.478140861927342,0.6187220416385,-0.0816588386676479,-0.49441872301064
"Bedford, IN",-1.47938200053144,2.66074729830644,-0.0536411106276223,-1.05822815009684,-0.427655909791455,-0.26578093155209,0.400043701578245,0.464889529251482,-0.411097836829532,-0.34882174206789,-0.118464552041472,-0.556645366505042,-0.296795848032294,0.837699700830298,0.0554766794135677,-0.648338883518532,-0.0205736385217909
"Beeville, TX",0.339343027065592,-0.385657550037784,-0.541854932526983,0.109407369956864,1.34404676299211,1.21569723735429,-0.350245286615763,-0.482308259415226,1.12569127190435,1.47985173106004,0.286346092439223,1.81002146698923,-0.674264542311095,0.441731854989781,-0.359140780674804,1.05667963960403,0.643885719744863
"Bellefontaine, OH",-2.4163529284828,3.06787425366034,1.27047817178988,0.0279131685840219,-0.815614081509427,-2.08796964111989,-1.03473401229868,-0.426324180074993,0.673096403302089,0.330425208280189,1.8041144721653,0.0672021777513622,-0.190482961385065,0.219503605583537,-0.227453955283071,-0.183969023196577,0.22258019610997
"Bellingham, WA",-0.434497427220774,-2.3583089302827,0.266594381562162,0.606061582133893,-1.46375901222082,0.513683001712647,-0.519606971104155,-0.482178664165082,0.0812124856584892,0.300661563550701,-0.774594473038309,0.06356939415312,0.52566792084257,-0.0775335726632521,-0.525681663444459,-0.189798334317323,0.0922156137941169
"Bemidji, MN",-0.324007517225265,-0.368730273991329,0.846246434437956,0.412915589120332,-0.0376786684859826,1.66187062092075,-0.964725692311385,0.0344027075985046,0.216690320507926,-0.109506535017648,-0.779120642808581,-0.53246300939695,0.619702592013263,-0.837372468733244,-0.259157220184947,0.507074899229645,-0.585197836666735
"Bend-Redmond, OR",-0.926064402981225,-2.63765559444232,-0.0420648588238814,0.373468248509757,-1.66259471252528,0.597302337348153,-0.26945818305444,-0.883915339220511,-0.325246012760356,-0.130346632151909,-0.470221201170026,-0.761708679917644,0.573818362035793,0.304401923494872,-0.670692181577844,0.0248650308257152,0.529835960092444
"Bennettsville, SC",5.3655064758792,3.43503504122012,-1.68662527822724,0.632393116425717,0.108220276505094,-1.17740082854225,1.78171840106518,0.965284778614113,0.305871204918827,0.0470711110058212,-0.436050904586323,-1.94467640060643,1.23395636113318,-0.897925401648171,0.526843131307818,-0.431441749467729,-0.583850037700848
"Bennington, VT",-1.25611134765123,-1.36333123087434,0.364591046346365,-0.363107148828556,-0.751721207790354,1.2714840574944,0.0333241738057682,-0.846763319258383,-1.44262796001135,-0.114072525558294,0.334240499177956,-0.80077356744174,0.168557521436465,0.710536662922748,-0.263997693098016,-0.410187706664848,0.0571547937849387
"Berlin, NH-VT",-0.790991673032346,0.413744021229464,-0.630604072340103,-0.32702470523759,-0.264598220575478,1.6159909003981,1.89278074511078,-0.825703203390332,0.223167093586077,-0.447970214568993,0.8547916243764,-0.678111525917762,-0.125735942136906,1.42936636038884,0.291407499870967,0.170111667160093,0.244494590782377
"Big Rapids, MI",0.823952334076151,-0.04052620243981,1.39850428735667,0.261115786067049,-1.63450908206642,-2.04706938387365,-0.0126309030659751,0.424007886755233,0.715631102795127,1.15836766972006,1.51945321653965,-2.50929776898941,0.352673538767074,0.185488793456586,-0.747557198688211,1.43850549420167,-0.453512513545942
"Big Spring, TX",1.78630741514864,-0.174957618295294,-4.16307609866281,-0.75779442440666,0.942425641267297,0.244321376147528,0.314261620172185,2.75707560970236,-0.734589887091055,0.630887105096664,1.48980392205344,0.0980405398188788,-1.1180676822253,-0.179887046869761,1.12315159598006,-0.189692534039945,0.599052429492279
"Big Stone Gap, VA",1.97779251440418,2.15101860479207,0.426562591434658,-0.688170834064582,0.0865179641832939,1.26087876200719,-0.775635901116937,-0.523476007857436,-1.44342471407778,-1.20856893749985,-0.0515698744308995,0.0309524908243657,-0.514235420807988,-0.415017887925535,0.853043646389645,0.661383261530904,0.229251253381659
"Billings, MT",-1.14885242938821,-1.39724155592377,-2.24591001776331,0.939712028835915,0.157555918585845,0.139897268040938,1.47808741729716,0.562494749434226,-1.43964824397781,-0.14128770626469,0.271082275300187,-0.759146104503582,0.170005043649515,0.376901399872645,0.436999325786051,0.180370812690383,0.402649922017353
"Binghamton, NY",-0.719447480384417,-0.510946395116013,0.616329536398015,-0.267077293517947,-0.440691102695053,1.0337231132,-0.261245553684827,0.0241333798322284,-0.729928961366459,0.30100376979558,-0.327040701308271,-0.427612187920192,0.0193896232193666,-0.0419542038256093,-0.0918909427016086,0.337381006497769,-0.189079592822695
"Birmingham-Hoover, AL",1.27487994047523,-0.603195595535414,0.0192119996230988,-0.856220171313253,1.21800840721236,-1.85742504511849,1.50878011267695,-0.337919285028353,-0.344738897583689,-0.505168690049083,-1.15977742897544,-0.493264080580317,-0.384114910814822,0.0300181087902797,0.331007170222113,0.0945123267036941,0.0031740099017271
