"","one","two","three","four","five","six","seven","eight","nine","ten","variable"
"1",0.0416487512992312,-0.0535906902694485,0.206562131160033,-1.22717627179998,0.235760778073166,0.186253862592857,-1.58235041988535,0.613959290660267,0.321840609617259,0.0105070624235774,"AQI_Good"
"2",-0.416829886667461,-0.316899089030547,2.00097336011767,0.250608758531972,-0.588660725231497,-0.452145607599711,0.63550955917581,0.11479645947464,-0.0390058328532338,0.242954645628309,"Bachelor_Over_25"
"3",0.903740219783502,0.113885953124365,0.470753013084201,-0.0688482731440962,0.861623720802844,-0.230282145089873,-0.407827491780251,-0.944651354832256,-0.234017979022532,-0.449580773104462,"Per_Poverty"
"4",0.279279796995379,-0.129218210699359,1.00357043100256,0.528406950282335,0.677394713578612,-0.663389644931013,0.421838442900978,-0.738300198811053,-0.241391112207543,-0.37766880284507,"Gini"
"5",0.455303600067522,-0.296589148930417,-1.76206343738371,0.0885711010933827,0.364723122029326,0.295273133764441,0.274894653629598,0.0995438474096014,-0.478225820097961,0.299607873603391,"non_migration"
"6",0.534811791199393,-0.0875997546476898,0.921810609447422,1.80829110422819,-0.0392297988744108,-0.650839319167225,-0.256949771800162,-0.967573036153353,0.0396888700581432,-0.172347045122662,"Per_Sev_Hous"
"7",-0.499964147237622,-0.729804468889585,-0.152366650676198,-0.0428962600165051,-0.323646420122506,1.52114216818864,0.633133704002143,-0.403011867043891,-0.53847047935483,0.0151860269713182,"Xstreamlengthimpaired"
"8",0.201723114051427,0.580064604603438,0.0668088423869551,0.525860924712395,0.2549028391799,-1.05782469741066,-0.779187910902027,-1.27497547181101,0.458902894869195,0.616875002098738,"Per_Avg_Land_Cov"
"9",0.45354624621775,0.272983343181977,-0.919323688482496,0.252157819228785,1.01330580768703,-0.151981832313002,-0.293597979625316,-1.12531243148592,0.0114632657739043,-0.406990644732627,"poor_health_percent"
"10",0.212970708372058,2.68187592349307,-0.32705592902089,0.412111926597579,-0.42866428969762,-0.64453935080646,-0.527907437552562,-0.013665631655609,0.258123050653115,-0.310316391897191,"Z_Water_Index"
"11",0.211101584660926,-0.461795097072495,-0.437414945410405,0.2908349684976,-0.481834540479216,0.162390822994986,1.06918221057193,-0.0318802904194246,-0.103319929053658,0.28561336140156,"Index_Black"
"12",0.117068883828335,-0.105502891754521,-0.31311914529946,-0.603096774739867,0.745259591552405,0.123051493681137,0.291007992901279,-0.0937306146305735,-0.36153184959541,-0.246949231376481,"Index_Asian"
"13",0.19408599556035,-0.415009644777525,-0.603083121812865,0.163805595033948,0.197899970688312,0.103754462769299,0.827988605438953,-0.0438615703165911,-0.500638156936038,0.203850561094943,"Index_Latino"
"14",1.58354157369158,0.36861118044033,0.0530179101872856,-0.765669356987189,0.0714300784501935,0.0219535657078415,-0.0978806269087768,0.403472768599153,-0.209853532733234,-0.497162889420942,"GHG_Percap"
"15",1.02264491131538,-0.417996431140278,-0.491337571654872,0.822659886777025,0.357775752991562,-0.144852267498118,-0.177366604824422,-0.967139156939051,0.0834407388824656,-0.204730661046163,"UNEMPLOY"
"16",0.444864446542609,-0.342224237002811,0.32320729004313,-0.304677155924439,0.960477496306167,-0.253331331894367,-0.00390791300181018,-1.05665219590474,0.12950902443667,-0.484966214981362,"FOOD_INS"
"17",0.139902999184854,0.704548354234773,-0.483263707953188,0.470941618992512,0.552407070619065,-0.492864460404868,0.547692302174982,-0.684371866125701,-0.0272890172571989,-0.405799804127812,"VIO_CRIME"
